どこ	10694	どこ, いずこ	doko, izuko
くださる	10638	くださる	kudasaru
また	10506	また	mata
もん	10474	もの, もん	mono, mon
かも	10319	かも, カモ	kamo, kamo
わけ	10008	わけ	wake
まあ	9968	まあ, ま	maa, ma
より	9935	より	yori
時	9877	とき	toki
みる	9810	みる	miru
違う	9697	ちがう	chigau
う	9403	う, ウ	u, u
話	9204	はなし	hanashi
もらう	9128	もらう	morau
好き	9116	すき	suki
だから	9055	だから	dakara
先生	8973	せんせい	sensei
なんか	8919	なんか	nanka
一緒	8600	いっしょ	issho
音	8456	おと, ね, おん	oto, ne, on
考える	8449	かんがえる	kangaeru
入る	8439	いる	iru
早い	8425	はやい	hayai
持つ	8297	もつ	motsu
帰る	8134	かえる	kaeru
として	8125	として	toshite
男	8045	おとこ	otoko
そうだ	8002	そうだ, そうです	souda, soudesu
ほう	7841	ほう	hou
悪い	7799	わるい	warui
しまう	7798	しまう	shimau
２人	7748	ふたり, ににん	futari, ninin
じゃん	7601	じゃん	jan
食べる	7595	たべる	taberu
死ぬ	7580	しぬ	shinu
ありがとう	7513	ありがとう	arigatou
あんた	7445	あんた	anta
中	7317	なか	naka
なん	7262	なん	nan
しか	7251	しか	shika
そういう	7205	そういう	souiu
なあ	7142	なあ	naa
おい	7140	おい, おおい, おーい, オイ, オーイ, オオイ	oi, ooi, o-i, oi, o-i, ooi
ダメ	7014	だめ, ダメ	dame, dame
そこ	6999	そこ	soko
作る	6816	つくる	tsukuru
やめる	6791	やめる	yameru
山里	6710	やまざと	yamazato
っていう	6686	っていう	tteiu
何だ	6668	なんだ, なあんだ	nanda, naanda
手	6665	て	te
本当に	6655	ほんとうに, ホントに, ホントーに, ホントウに	hontouni, hontoni, honto-ni, hontouni
あと	6624	あと	ato
ところ	6622	ところ, とこ	tokoro, toko
ちゃう	6452	ちゃう, じゃう	chau, jau
様	6445	ざま	zama
雄	6424	おす, オス	osu, osu
ええ	6357	ええ	ee
人間	6254	にんげん	ningen
終わる	6206	おわる	owaru
こっち	6168	こちら, こっち	kochira, kocchi
おる	6125	おる	oru
しれる	6071	しれる	shireru
ので	6052	ので, んで	node, nde
そして	5995	そして, しかして	soshite, shikashite
ただ	5995	ただ, タダ	tada, tada
ごめん	5984	ごめん	gomen
使う	5915	つかう	tsukau
同じ	5912	おなじ, おんなじ	onaji, onnaji
やつ	5858	やつ	yatsu
絶対	5847	ぜったい	zettai
あいつ	5843	あいつ, きゃつ, かやつ, あやつ	aitsu, kyatsu, kayatsu, ayatsu
やっぱり	5817	やっぱり	yappari
事	5809	こと, こん	koto, kon
頑張る	5778	がんばる	ganbaru
うち	5759	うち, ち	uchi, chi
聖	5750	せい	sei
よく	5747	よく	yoku
見える	5747	みえる	mieru
のだ	5743	のです, のだ, んです, んだ	nodesu, noda, ndesu, nda
時間	5702	じかん	jikan
確か	5660	たしか	tashika
ような	5599	ような	youna
ほら	5567	ほら, ほれ	hora, hore
花	5545	はな	hana
南	5540	みなみ	minami
楠	5526	くすのき, くす, クスノキ, クス	kusunoki, kusu, kusunoki, kusu
いいん	5521	いいん	iin
とき	5507	とき	toki
目	5467	め	me
感じ	5460	かんじ	kanji
おく	5459	おく	oku
力	5428	ちから	chikara
殺す	5399	ころす	korosu
うる	5370	うる	uru
女	5345	おんな	onna
ちゃんと	5342	ちゃんと	chanto
もっと	5308	もっと	motto
なさる	5289	なさる	nasaru
しかし	5268	しかし	shikashi
出す	5258	だす	dasu
くん	5189	くん	kun
全然	5182	ぜんぜん	zenzen
先輩	5178	せんぱい	senpai
ずっと	5172	ずっと, ずーっと, ずうっと	zutto, zu-tto, zuutto
ま	5143	まあ, ま	maa, ma
あげる	5126	あげる	ageru
仕事	5099	しごと	shigoto
なんです	5079	なのです, なんです	nanodesu, nandesu
方	5028	かた	kata
おお	5010	おお	oo
バカ	4979	ばか, バカ	baka, baka
何で	4958	なんで	nande
こいつ	4948	こいつ, こやつ	koitsu, koyatsu
夢	4854	ゆめ	yume
声	4839	こえ	koe
海	4833	うみ	umi
どうして	4816	どうして	doushite
戻る	4795	もどる	modoru
くらい	4761	くらい	kurai
次	4687	つぎ	tsugi
あー	4672	ああ, あー, アー, アア	aa, a-, a-, aa
いつも	4670	いつも	itsumo
こそ	4667	こそ	koso
相手	4656	あいて	aite
さあ	4640	さあ	saa
っす	4613	っす, す	ssu, su
なんで	4609	なんで	nande
話す	4602	はなす	hanasu
ほど	4583	ほど	hodo
ご	4553	ご, いつ, い	go, itsu, i
世界	4547	せかい	sekai
敵	4538	かたき	kataki
会う	4532	あう	au
顔	4528	かお	kao
入れる	4492	いれる	ireru
さっき	4488	さっき	sakki
いける	4464	いける	ikeru
すぎる	4445	すぎる	sugiru
強い	4422	つよい	tsuyoi
てる	4412	てる	teru
んで	4388	ので, んで	node, nde
ちゃ	4383	ちゃ	cha
わかる	4383	わかる	wakaru
心	4351	こころ	kokoro
おっ	4339	おっ	o
つける	4328	つける	tsukeru
必要	4320	ひつよう	hitsuyou
つく	4288	つく	tsuku
まさか	4275	まさか	masaka
うつ	4272	うつ	utsu
のです	4254	のです, のだ, んです, んだ	nodesu, noda, ndesu, nda
こう	4243	こう	kou
たり	4239	たり, だり	tari, dari
つもり	4234	つもり	tsumori
なの	4231	なの	nano
教える	4203	おしえる	oshieru
だが	4200	だが, ですが	daga, desuga
家	4189	いえ	ie
マジ	4155	まじ, マジ, まぢ	maji, maji, madji
少し	4128	すこし	sukoshi
逃げる	4121	にげる	nigeru
無理	4115	むり	muri
なぜ	4111	なぜ, なにゆえ	naze, naniyue
取る	4106	とる	toru
らしい	4087	らしい	rashii
すぐ	4084	すぐ	sugu
どんな	4082	どんな	donna
生きる	4080	いきる	ikiru
俺たち	4010	おれたち	oretachi
最後	4009	さいご	saigo
奴	3996	やっこ	yakko
子	3987	こ	ko
以上	3974	いじょう	ijou
変わる	3951	かわる	kawaru
空	3909	から	kara
忘れる	3907	わすれる	wasureru
全部	3902	ぜんぶ	zenbu
など	3880	など	nado
本当	3867	ほんとう, ホントー, ホントウ	hontou, honto-, hontou
いつ	3861	いつ	itsu
さくら	3734	さくら, サクラ	sakura, sakura
きっと	3733	きっと, キッと	kitto, kitto
彼	3727	あれ	are
うい	3713	はごろも, うい	hagoromo, ui
あんな	3708	あんな	anna
名前	3699	なまえ	namae
かける	3685	かける	kakeru
ちる	3684	ちる	chiru
どういう	3683	どういう	douiu
明日	3677	あした, あす, みょうにち	ashita, asu, myounichi
ぐらい	3674	くらい, ぐらい	kurai, gurai
かわいい	3659	かわいい, カワイイ, カワイい	kawaii, kawaii, kawaii
それで	3645	それで	sorede
うまい	3644	うまい	umai
寝る	3637	ねる	neru
楽しい	3626	たのしい	tanoshii
とこ	3625	ところ, とこ	tokoro, toko
これから	3620	これから	korekara
見せる	3599	みせる	miseru
呼ぶ	3595	よぶ	yobu
者	3592	もの, もん	mono, mon
１人	3581	ひとり, いちにん	hitori, ichinin
気持ち	3577	きもち	kimochi
怖い	3576	こわい	kowai
結構	3570	けっこう	kekkou
私たち	3561	わたしたち, わたくしたち	watashitachi, watakushitachi
頼む	3549	たのむ	tanomu
行う	3533	おこなう	okonau
助ける	3500	たすける	tasukeru
ほしい	3498	ほしい	hoshii
友達	3489	ともだち	tomodachi
はず	3488	はず	hazu
買う	3479	かう	kau
体	3462	からだ	karada
て	3459	て	te
かい	3437	かい	kai
あたし	3393	あたし, あたくし, あたい, あて	atashi, atakushi, atai, ate
一同	3379	いちどう	ichidou
信じる	3361	しんじる	shinjiru
普通	3350	ふつう	futsuu
決める	3338	きめる	kimeru
だったん	3301	だったん	dattan
はあ	3294	はあ, は	haa, ha
彼女	3284	かのじょ	kanojo
心配	3272	しんぱい	shinpai
負ける	3268	まける	makeru
守る	3253	まもる	mamoru
上	3242	うえ	ue
っけ	3224	け, っけ	ke, kke
一番	3223	いちばん	ichiban
今度	3212	こんど	kondo
問題	3212	もんだい	mondai
いただく	3206	いただく	itadaku
意味	3201	いみ	imi
先	3184	さき	saki
所	3176	ところ, とこ	tokoro, toko
他	3138	ほか	hoka
勝つ	3132	かつ	katsu
飲む	3128	のむ	nomu
学校	3123	がっこう	gakkou
戦う	3122	たたかう	tatakau
初めて	3114	はじめて	hajimete
大樹	3106	たいじゅ	taiju
頭	3106	とう	tou
平	3069	ひら, ヒラ	hira, hira
大志	3054	たいし	taishi
我々	3033	われわれ	wareware
である	3029	である	dearu
笑い声	3001	わらいごえ	waraigoe
フッ	2998	フッ	fu
なに	2962	なに, なん	nani, nan
最初	2960	さいしょ	saisho
こちら	2957	こちら, こっち	kochira, kocchi
ながら	2943	ながら	nagara
動く	2940	うごく	ugoku
ど	2939	ど	do
食う	2929	くう	kuu
さすが	2911	さすが	sasuga
別に	2896	べつに	betsuni
よし	2878	あし, よし, アシ, ヨシ	ashi, yoshi, ashi, yoshi
お前ら	2852	おまえら	omaera
なるほど	2847	なるほど, ナルホド	naruhodo, naruhodo
続ける	2838	つづける	tsuzukeru
ござる	2837	ござる	gozaru
覚える	2811	おぼえる	oboeru
場所	2799	ばしょ	basho
千	2778	せん, ち	sen, chi
うわ	2767	うわ	uwa
このまま	2766	このまま	konomama
決まる	2753	きまる	kimaru
どうした	2752	どうした	doushita
日	2744	ひ	hi
子供	2738	こども	kodomo
変	2734	へん	hen
せい	2729	せい	sei
一体	2718	いったい	ittai
月	2696	つき	tsuki
どうぞ	2690	どうぞ	douzo
おいしい	2681	おいしい, オイシイ	oishii, oishii
それに	2678	それに	soreni
かしら	2674	かしら	kashira
昨日	2670	きのう, さくじつ	kinou, sakujitsu
部屋	2652	へや	heya
命	2647	いのち	inochi
書く	2644	かく	kaku
全て	2627	すべて	subete
そうです	2624	そうだ, そうです	souda, soudesu
大変	2624	たいへん	taihen
ふる	2614	ふる	furu
やっぱ	2612	やっぱ	yappa
言える	2611	いえる	ieru
お願い	2601	おねがい	onegai
べし	2590	べし	beshi
とも	2550	とも	tomo
とる	2547	とる	toru
乗る	2542	のる	noru
こういう	2540	こういう, こうゆう	kouiu, kouyuu
もし	2530	もし	moshi
とく	2522	とく	toku
始める	2517	はじめる	hajimeru
ありがとうございます	2516	ありがとうございます	arigatougozaimasu
銀	2515	かね	kane
一	2512	いち	ichi
男性	2508	だんせい	dansei
女性	2505	じょせい, にょしょう	josei, nyoshou
今回	2493	こんかい	konkai
そんなに	2490	そんなに	sonnani
１	2474	いち	ichi
勝手	2469	かって	katte
つまり	2467	つまり	tsumari
華	2464	はな	hana
大事	2463	だいじ	daiji
大河	2461	たいが	taiga
一人	2454	ひとり, いちにん	hitori, ichinin
起きる	2451	おきる	okiru
すみません	2450	すみません	sumimasen
では	2445	では	deha
ちょ	2444	ちょ	cho
春花	2444	しゅんか	shunka
藤	2441	ふじ, フジ	fuji, fuji
そっか	2438	あしもと, そっか	ashimoto, sokka
怒る	2434	おこる, いかる	okoru, ikaru
仲間	2432	ちゅうげん	chuugen
言葉	2418	ことば	kotoba
金	2415	おうごん, こがね	ougon, kogane
攻撃	2414	こうげき	kougeki
いろいろ	2409	いろいろ	iroiro
お母さん	2384	おかあさん	okaasan
受ける	2365	うける, ウケる	ukeru, ukeru
夜	2350	よる, よ	yoru, yo
見つける	2344	みつける	mitsukeru
探す	2340	さがす	sagasu
ごめんなさい	2337	ごめんなさい	gomennasai
３人	2332	さんにん, みたり	sannin, mitari
残る	2320	のこる	nokoru
最近	2308	さいきん	saikin
多分	2305	たぶん	tabun
よる	2300	よる	yoru
かかる	2281	かかる	kakaru
貴様	2279	きさま	kisama
ウソ	2276	うそ, ウソ	uso, uso
面白い	2275	おもしろい	omoshiroi
オレ	2272	オーレ, オレ	o-re, ore
昔	2270	むかし	mukashi
父	2268	ちち, とと, ちゃん	chichi, toto, chan
そろそろ	2263	そろそろ, ソロソロ	sorosoro, sorosoro
こ	2253	こ, コ	ko, ko
お願いします	2250	おねがいします	onegaishimasu
どっち	2246	どちら, どっち, いずかた, いずち	dochira, docchi, izukata, izuchi
理由	2245	りゆう	riyuu
つ	2244	つ	tsu
もちろん	2242	もちろん	mochiron
まま	2234	うば, めのと, おんば, にゅうぼ, ちうば, ちおも, ちも, にゅうも, まま	uba, menoto, onba, nyuubo, chiuba, chiomo, chimo, nyuumo, mama
勝負	2228	しょうぶ	shoubu
け	2227	け	ke
開く	2221	ひらく	hiraku
遅い	2207	おそい	osoi
女の子	2202	おんなのこ, おんなのコ, おんにゃのこ	onnanoko, onnanoko, onnyanoko
野郎	2194	やろう	yarou
ばかり	2190	ばかり, ばっかり, ばっか	bakari, bakkari, bakka
うーん	2188	うーん, ウーン	u-n, u-n
おう	2185	おう	ou
高い	2185	たかい	takai
欲しい	2184	ほしい	hoshii
える	2176	える	eru
すむ	2175	すむ	sumu
ねる	2175	ねる	neru
してん	2170	してん	shiten
まったく	2170	まったく	mattaku
うれしい	2165	うれしい	ureshii
止める	2159	とめる	tomeru
なれる	2157	なれる	nareru
元気	2156	げんき	genki
実は	2155	じつは	jitsuha
超	2149	ちょう, チョー	chou, cho-
許す	2147	ゆるす	yurusu
痛い	2134	いたい	itai
お父さん	2128	おとうさん	otousan
もらえる	2125	もらえる	moraeru
選ぶ	2120	えらぶ	erabu
泣く	2118	なく	naku
姿	2114	すがた	sugata
生徒	2108	せいと	seito
り	2103	り	ri
約束	2102	やくそく	yakusoku
多い	2101	おおい	ooi
とにかく	2085	とにかく	tonikaku
女子	2081	じょし, おなご	joshi, onago
オール	2079	オール	o-ru
必ず	2077	かならず	kanarazu
感じる	2074	かんじる	kanjiru
２	2072	に, ふた, ふ, ふう	ni, futa, fu, fuu
おかしい	2068	おかしい	okashii
そうなん	2063	そうなん	sounan
したん	2062	したん	shitan
落ちる	2058	おちる	ochiru
にとって	2053	にとって	nitotte
困る	2050	こまる	komaru
めっちゃ	2047	めっちゃ	meccha
１つ	2042	ひとつ	hitotsu
すべて	2029	すべて	subete
お兄ちゃん	2019	おにいちゃん	oniichan
おはよう	2006	おはよう	ohayou
母	2003	はは	haha
真	1992	しん	shin
まず	1988	まず	mazu
てめえ	1987	てめえ	temee
わし	1986	わし	washi
連れる	1985	つれる	tsureru
ヒーロー	1979	ヒーロー	hi-ro-
存在	1970	そんざい	sonzai
大	1969	おお	oo
そりゃ	1953	それは, そりゃ, そりゃあ	soreha, sorya, soryaa
新しい	1949	あたらしい	atarashii
マイン	1947	マイン	main
始まる	1942	はじまる	hajimaru
ようだ	1939	ようだ	youda
皆さん	1930	みなさん	minasan
谷	1926	たに	tani
任せる	1924	まかせる	makaseru
ちまう	1922	ちまう, じまう	chimau, jimau
ううん	1919	ううん	uun
さえ	1917	さえ	sae
間	1913	あいだ	aida
大きい	1911	おおきい	ookii
良い	1911	よい	yoi
いえ	1909	いえ	ie
すいません	1908	すいません, すんません, すぃません	suimasen, sunmasen, swimasen
ゲーム	1900	ゲーム	ge-mu
能力	1899	のうりょく	nouryoku
とりあえず	1897	とりあえず	toriaezu
はずだ	1897	はずです, はずだ	hazudesu, hazuda
置く	1893	おく	oku
別	1888	べつ	betsu
娘	1885	じょう	jou
第	1876	だい	dai
全員	1875	ぜんいん	zenin
狼	1873	おおかみ, オオカミ	ookami, ookami
読む	1872	よむ	yomu
笑う	1870	わらう	warau
合う	1853	あう	au
消える	1846	きえる	kieru
あら	1838	あら	ara
簡単	1837	かんたん	kantan
道	1833	みち	michi
どうも	1826	どうも	doumo
吉	1819	きち, きつ	kichi, kitsu
戦い	1819	たたかい	tatakai
しかも	1816	しかも	shikamo
電話	1815	でんわ	denwa
名	1802	な	na
国	1802	くに	kuni
わたし	1799	わたし, わたくし	watashi, watakushi
黙る	1799	だまる	damaru
外	1798	そと	soto
以外	1797	いがい	igai
太	1795	ふと	futo
あの子	1791	あのこ	anoko
関係	1788	かんけい	kankei
雪	1785	ゆき	yuki
デート	1783	デート	de-to
練習	1783	れんしゅう	renshuu
一度	1780	いちど, ひとたび	ichido, hitotabi
走る	1777	はしる	hashiru
結局	1775	けっきょく	kekkyoku
準備	1774	じゅんび	junbi
せっかく	1769	せっかく	sekkaku
高木	1764	こうぼく	kouboku
元	1761	もと	moto
最高	1760	さいこう	saikou
男子	1756	だんし	danshi
口	1755	くち	kuchi
優しい	1754	やさしい	yasashii
急	1754	きゅう	kyuu
み	1753	み	mi
血	1749	ち	chi
状況	1746	じょうきょう	joukyou
そっち	1742	そちら, そっち, そなた, そち	sochira, socchi, sonata, sochi
幸せ	1739	しあわせ	shiawase
あんまり	1737	あまり, あんまり	amari, anmari
ひる	1737	ひる	hiru
森	1736	もり	mori
恩	1733	おん	on
水	1725	みず, み	mizu, mi
返す	1723	かえす	kaesu
向かう	1720	むかう	mukau
くい	1717	くい	kui
料理	1712	りょうり	ryouri
き	1711	き	ki
皆	1711	みんな, みな	minna, mina
どれ	1705	どれ	dore
上がる	1702	あがる	agaru
連絡	1699	れんらく	renraku
物	1693	もの, もん	mono, mon
あそこ	1685	あそこ, あすこ, かしこ	asoko, asuko, kashiko
足	1685	あし	ashi
やはり	1684	やはり	yahari
わっ	1684	わっ, ワッ	wa, wa
聞こえる	1683	きこえる	kikoeru
立つ	1682	たつ	tatsu
切る	1678	きる	kiru
下	1673	した	shita
もしかして	1671	もしかして	moshikashite
気づく	1670	きづく	kizuku
開ける	1669	あける	akeru
用意	1668	ようい	youi
本気	1663	ほんき	honki
綾	1657	あや	aya
至	1653	し	shi
ふう	1649	に, ふた, ふ, ふう	ni, futa, fu, fuu
変える	1646	かえる	kaeru
ゼロ	1645	れい, ぜろ, ゼロ	rei, zero, zero
おかげ	1644	おかげ	okage
によって	1644	によって	niyotte
朝	1641	あさ, あした	asa, ashita
落ち着く	1635	おちつく	ochitsuku
後	1632	あと	ato
付き合う	1629	つきあう	tsukiau
佳	1628	か	ka
よろしく	1622	よろしく	yoroshiku
描く	1621	えがく, かく	egaku, kaku
過ぎる	1621	すぎる	sugiru
そうそう	1620	そうそう	sousou
場合	1616	ばあい	baai
我	1615	われ, わ	ware, wa
伝える	1614	つたえる	tsutaeru
そいつ	1613	そいつ, そやつ	soitsu, soyatsu
ただいま	1612	ただいま	tadaima
長い	1611	ながい	nagai
なかなか	1609	なかなか	nakanaka
勉強	1604	べんきょう	benkyou
試合	1600	しあい	shiai
渚	1598	なぎさ	nagisa
あの人	1595	あのひと	anohito
着る	1592	きる	kiru
間違い	1592	まちがい	machigai
遠い	1590	とおい	tooi
里	1588	さと	sato
とても	1584	とても, とっても	totemo, tottemo
急ぐ	1581	いそぐ	isogu
邪魔	1578	じゃま	jama
魔法	1577	まほう	mahou
つば	1575	つば, つばき, つわき	tsuba, tsubaki, tsuwaki
逆	1575	ぎゃく	gyaku
マイト	1572	マイト	maito
当然	1572	とうぜん	touzen
ひどい	1571	ひどい	hidoi
こんなに	1569	こんなに	konnani
けれど	1566	けど, けれど, けれども, けども, けんど	kedo, keredo, keredomo, kedomo, kendo
さて	1566	さて	sate
完全	1563	かんぜん	kanzen
倒す	1562	たおす	taosu
一つ	1561	ひとつ	hitotsu
いやいや	1557	いやいや, いえいえ	iyaiya, ieie
町	1556	まち, ちょう	machi, chou
こら	1554	こら, コラ	kora, kora
家族	1547	かぞく	kazoku
捨てる	1547	すてる	suteru
いきなり	1546	いきなり, ゆきなり	ikinari, yukinari
日本	1545	にほん, にっぽん	nihon, nippon
閣下	1544	かっか	kakka
きれい	1542	きれい, キレイ	kirei, kirei
ドア	1542	ドア	doa
それでも	1541	それでも	soredemo
誘う	1540	さそう, いざなう	sasou, izanau
わあ	1537	わあ, わあっ, わっ	waa, waa, wa
しっかり	1532	しっかり	shikkari
日向	1530	ひなた	hinata
冴	1529	さえ	sae
二人	1521	ふたり, ににん	futari, ninin
連中	1521	れんちゅう, れんじゅう, れんぢゅう	renchuu, renjuu, renjuu
愛	1517	あい	ai
遊ぶ	1514	あそぶ	asobu
べ	1509	べ, ぺ, べえ	be, pe, bee
身	1508	み	mi
そ	1507	そ	so
いくら	1504	いくら	ikura
嫌	1502	いや, や, イヤ	iya, ya, iya
結果	1501	けっか	kekka
くせ	1496	きゅうせい, ぐぜ, くせ	kyuusei, guze, kuse
手伝う	1496	てつだう	tetsudau
ママ	1495	ママ	mama
人生	1491	じんせい	jinsei
服	1487	ふく	fuku
たつ	1486	たつ	tatsu
久しぶり	1483	ひさしぶり	hisashiburi
あああ	1482	あああ, あーあ, あーー, アアア, アーア, アーー	aaa, a-a, a--, aaa, a-a, a--
認める	1482	したためる	shitatameru
提督	1477	ていとく	teitoku
妹	1473	いもうと	imouto
送る	1471	おくる	okuru
クソ	1469	くそ, くっそ, ふん, クソ	kuso, kusso, fun, kuso
我が	1459	わが	waga
さる	1457	さる, サル	saru, saru
写真	1457	しゃしん	shashin
離れる	1457	はなれる	hanareru
失う	1455	うしなう	ushinau
作戦	1453	さくせん	sakusen
小	1451	しょう	shou
大人	1448	おとな, だいにん	otona, dainin
危ない	1446	あぶない	abunai
帝国	1440	ていこく	teikoku
打つ	1439	うつ	utsu
地球	1438	ちきゅう	chikyuu
未	1437	ひつじ	hitsuji
ほる	1435	ほる	horu
得る	1435	うる	uru
やっと	1431	やっと	yatto
沙子	1429	すな, すなご, いさご	suna, sunago, isago
本	1428	もと	moto
柚子	1428	ゆず, ユズ	yuzu, yuzu
方法	1426	ほうほう	houhou
なり	1425	なり	nari
確認	1424	かくにん	kakunin
諦める	1421	あきらめる	akirameru
くう	1419	くう	kuu
大切	1419	たいせつ	taisetsu
みのり	1418	みのり	minori
事件	1414	じけん	jiken
たくさん	1412	たくさん	takusan
無事	1406	ぶじ	buji
彼ら	1403	かれら	karera
忍	1403	にん	nin
住む	1401	すむ	sumu
情報	1399	じょうほう	jouhou
にゃ	1397	にゃ	nya
そういえば	1396	そういえば	souieba
与える	1396	あたえる	ataeru
危険	1396	きけん	kiken
結婚	1396	けっこん	kekkon
霊	1394	れい	rei
について	1391	について	nitsuite
残念	1391	ざんねん	zannen
楽しみ	1390	たのしみ	tanoshimi
自由	1389	じゆう	jiyuu
チーム	1383	チーム, ティーム	chi-mu, thi-mu
気付く	1380	きづく	kizuku
希	1378	まれ	mare
ヤバい	1373	やばい, ヤバい, ヤバイ	yabai, yabai, yabai
出来る	1372	できる	dekiru
腕	1367	うで	ude
鬼	1365	おに, き	oni, ki
ほか	1364	ほか	hoka
幻	1364	まぼろし	maboroshi
ハハハ	1363	ハハハ, ははは	hahaha, hahaha
助かる	1362	たすかる	tasukaru
どうせ	1357	どうせ	douse
よろしくお願いします	1356	よろしくおねがいします	yoroshikuonegaishimasu
可能性	1353	かのうせい	kanousei
車	1353	くるま	kuruma
ノア	1352	ノア	noa
安心	1351	あんしん	anshin
記憶	1351	きおく	kioku
羅	1349	うすもの, ら	usumono, ra
殿	1346	しんがり	shingari
オーケー	1341	オッケー, オーケー	okke-, o-ke-
そうですね	1338	そうですね	soudesune
火	1338	ひ	hi
フン	1333	フン	fun
全く	1333	まったく	mattaku
へえ	1332	へえ	hee
まい	1330	まい	mai
失敗	1330	しっぱい	shippai
奉る	1329	たてまつる, まつる	tatematsuru, matsuru
実	1329	じつ, じち	jitsu, jichi
もつ	1328	もつ	motsu
影	1326	かげ	kage
どうやって	1323	どうやって	douyatte
猫	1323	ねこ, ネコ	neko, neko
魁	1321	さきがけ	sakigake
星	1316	ほし	hoshi
続く	1315	つづく	tsuzuku
してやる	1313	してやる	shiteyaru
なくなる	1313	なくなる	nakunaru
次回	1313	じかい	jikai
見つかる	1312	みつかる	mitsukaru
思い出す	1308	おもいだす	omoidasu
難しい	1303	むずかしい, むつかしい	muzukashii, mutsukashii
駄目	1302	だめ, ダメ	dame, dame
似る	1301	にる	niru
向こう	1300	むこう	mukou
神	1296	かみ	kami
いっぱい	1295	いっぱい	ippai
タイプ	1294	タイプ	taipu
疲れる	1294	つかれる	tsukareru
しゃべる	1292	しゃべる	shaberu
やん	1292	やん	yan
十分	1292	じっぷん, じゅっぷん	jippun, juppun
おおう	1291	おおう	oou
使える	1291	つかえる	tsukaeru
